date,start,end,duration_minutes,hours_slept,sleep_efficiency,bedtime_minutes,sleep_index
2022-03-11,2022-03-11 03:20:00,2022-03-11 10:00:00,400.0,6.666666666666667,0.965,200.0,-0.833333333333333
2022-03-12,2022-03-12 13:30:00,2022-03-12 16:00:00,150.0,2.5,0.98,810.0,-5.0
2022-03-13,,,,,,,
2022-03-14,2022-03-14 03:30:00,2022-03-14 10:50:00,441.0,7.35,0.9318181818181818,210.0,-0.15000000000000036
2022-03-15,2022-03-15 01:29:00,2022-03-15 10:58:00,569.0,9.483333333333333,0.9226713532513181,89.0,1.9833333333333325
2022-03-16,,,,,,,
2022-03-17,2022-03-17 02:38:00,2022-03-17 12:30:00,591.0,9.85,0.9898477157360406,158.0,2.3499999999999996
2022-03-18,,,,,,,
2022-03-19,2022-03-19 03:19:00,2022-03-19 11:06:00,467.0,7.783333333333333,0.9507494646680942,199.0,0.2833333333333332
2022-03-20,2022-03-20 06:30:00,2022-03-20 11:38:00,308.0,5.133333333333334,0.9676375404530745,390.0,-2.3666666666666663
2022-03-21,2022-03-21 03:28:00,2022-03-21 10:00:00,392.0,6.533333333333333,0.9821428571428571,208.0,-0.9666666666666668
2022-03-22,2022-03-22 01:46:00,2022-03-22 11:00:00,554.0,9.233333333333333,0.9548736462093863,106.0,1.7333333333333325
2022-03-23,2022-03-23 02:24:00,2022-03-23 10:00:00,456.0,7.6,0.9868131868131869,144.0,0.09999999999999964
2022-03-24,2022-03-24 02:45:00,2022-03-24 11:30:00,525.0,8.75,0.9466666666666667,165.0,1.25
2022-03-25,2022-03-25 03:18:00,2022-03-25 11:34:00,496.0,8.266666666666667,0.967741935483871,198.0,0.7666666666666675
2022-03-26,2022-03-26 03:20:00,2022-03-26 11:30:00,490.0,8.166666666666666,0.9386503067484663,200.0,0.6666666666666661
2022-03-27,,,,,,,
2022-03-28,2022-03-28 02:16:00,2022-03-28 10:00:00,464.0,7.733333333333333,0.9568965517241379,136.0,0.2333333333333334
2022-03-29,2022-03-29 02:00:00,2022-03-29 10:09:00,490.0,8.166666666666666,0.9529652351738241,120.0,0.6666666666666661
2022-03-30,2022-03-30 02:41:00,2022-03-30 10:00:00,439.0,7.316666666666666,0.9567198177676538,161.0,-0.18333333333333357
2022-03-31,2022-03-31 08:16:00,2022-03-31 10:32:00,136.0,2.2666666666666666,0.9191176470588235,496.0,-5.233333333333333
2022-04-01,,,,,,,
2022-04-02,2022-04-02 03:30:00,2022-04-02 11:30:00,479.0,7.983333333333333,0.9937369519832986,210.0,0.4833333333333334
2022-04-03,,,,,,,
2022-04-04,2022-04-04 03:30:00,2022-04-04 10:01:00,391.0,6.516666666666667,0.9770408163265306,210.0,-0.9833333333333334
2022-04-05,2022-04-05 07:34:00,2022-04-05 11:18:00,224.0,3.7333333333333334,0.9598214285714286,454.0,-3.7666666666666666
2022-04-06,2022-04-06 02:25:00,2022-04-06 10:00:00,454.0,7.566666666666666,0.9713024282560706,145.0,0.06666666666666643
2022-04-07,2022-04-07 10:02:00,2022-04-07 11:43:00,101.0,1.6833333333333333,0.9702970297029703,602.0,-5.816666666666666
2022-04-08,2022-04-08 10:05:00,2022-04-08 12:00:00,114.0,1.9,0.8869565217391304,605.0,-5.6
2022-04-09,,,,,,,
2022-04-10,2022-04-10 05:30:00,2022-04-10 12:27:00,418.0,6.966666666666667,0.9304556354916067,330.0,-0.5333333333333332
2022-04-11,2022-04-11 04:08:00,2022-04-11 10:00:00,352.0,5.866666666666666,0.9686609686609686,248.0,-1.6333333333333337
2022-04-12,2022-04-12 03:32:00,2022-04-12 11:13:00,461.0,7.683333333333334,0.9609544468546638,212.0,0.18333333333333357
2022-04-13,2022-04-13 04:07:00,2022-04-13 09:57:00,350.0,5.833333333333333,0.9628571428571429,247.0,-1.666666666666667
2022-04-14,2022-04-14 03:44:00,2022-04-14 11:00:00,436.0,7.266666666666667,0.9564220183486238,224.0,-0.2333333333333334
2022-04-15,2022-04-15 02:52:00,2022-04-15 12:10:00,558.0,9.3,0.9623655913978495,172.0,1.8000000000000007
2022-04-16,2022-04-16 04:49:00,2022-04-16 12:00:00,430.0,7.166666666666667,0.9373549883990719,289.0,-0.33333333333333304
2022-04-17,,,,,,,
2022-04-18,2022-04-17 17:00:00,2022-04-18 10:49:00,1070.0,17.833333333333332,0.9775491113189897,1020.0,10.333333333333332
2022-04-19,2022-04-19 03:33:00,2022-04-19 10:47:00,434.0,7.233333333333333,0.9654377880184332,213.0,-0.2666666666666666
2022-04-20,2022-04-20 05:03:00,2022-04-20 09:56:00,293.0,4.883333333333334,0.9658703071672355,303.0,-2.6166666666666663
2022-04-21,2022-04-21 04:12:00,2022-04-21 12:00:00,467.0,7.783333333333333,0.9464668094218416,252.0,0.2833333333333332
2022-04-22,2022-04-22 04:03:00,2022-04-22 12:00:00,476.0,7.933333333333334,0.8697478991596639,243.0,0.43333333333333357
2022-04-23,2022-04-23 03:11:00,2022-04-23 12:30:00,558.0,9.3,0.9659498207885304,191.0,1.8000000000000007
2022-04-24,,,,,,,
2022-04-25,2022-04-25 04:18:00,2022-04-25 09:55:00,337.0,5.616666666666666,0.9525222551928784,258.0,-1.8833333333333337
2022-04-26,2022-04-26 02:57:00,2022-04-26 11:25:00,508.0,8.466666666666667,0.9566929133858267,177.0,0.9666666666666668
2022-04-27,2022-04-27 02:51:00,2022-04-27 11:30:00,519.0,8.65,0.9671814671814671,171.0,1.1500000000000004
2022-04-28,2022-04-28 03:38:00,2022-04-28 11:24:00,466.0,7.766666666666667,0.9506437768240343,218.0,0.2666666666666666
2022-04-29,2022-04-29 03:54:00,2022-04-29 14:47:00,652.0,10.866666666666667,0.9525267993874426,234.0,3.366666666666667
2022-04-30,2022-04-30 10:00:00,2022-04-30 13:00:00,180.0,3.0,0.9050279329608939,600.0,-4.5
2022-05-01,2022-05-01 04:44:00,2022-05-01 12:58:00,494.0,8.233333333333333,0.9635627530364372,284.0,0.7333333333333325
2022-05-02,2022-05-02 02:16:00,2022-05-02 08:05:00,349.0,5.816666666666666,0.9369627507163324,136.0,-1.6833333333333336
2022-05-03,2022-05-03 03:42:00,2022-05-03 10:41:00,419.0,6.983333333333333,0.964200477326969,222.0,-0.5166666666666666
2022-05-04,2022-05-04 10:00:00,2022-05-04 12:30:00,149.0,2.4833333333333334,0.9333333333333333,600.0,-5.016666666666667
2022-05-05,2022-05-05 01:58:00,2022-05-05 11:02:00,544.0,9.066666666666666,0.8287292817679558,118.0,1.5666666666666664
2022-05-06,2022-05-06 08:00:00,2022-05-06 11:36:00,217.0,3.6166666666666667,0.9537037037037037,480.0,-3.8833333333333333
2022-05-07,2022-05-07 03:42:00,2022-05-07 09:54:00,372.0,6.2,0.967828418230563,222.0,-1.2999999999999998
2022-05-08,,,,,,,
2022-05-09,,,,,,,
2022-05-10,2022-05-10 04:32:00,2022-05-10 11:38:00,426.0,7.1,0.9576470588235294,272.0,-0.40000000000000036
2022-05-11,2022-05-11 00:00:00,2022-05-11 13:00:00,780.0,13.0,0.9088575096277278,0.0,5.5
2022-05-12,2022-05-12 04:54:00,2022-05-12 12:34:00,460.0,7.666666666666667,0.9564270152505446,294.0,0.16666666666666696
2022-05-13,2022-05-13 03:31:00,2022-05-13 11:48:00,498.0,8.3,0.9517102615694165,211.0,0.8000000000000007
2022-05-14,2022-05-14 04:24:00,2022-05-14 11:08:00,404.0,6.733333333333333,0.9727722772277227,264.0,-0.7666666666666666
2022-05-15,2022-05-15 02:00:00,2022-05-15 11:55:00,595.0,9.916666666666666,0.959731543624161,120.0,2.416666666666666
2022-05-16,2022-05-16 02:32:00,2022-05-16 12:17:00,584.0,9.733333333333333,0.935042735042735,152.0,2.2333333333333325
2022-05-17,2022-05-17 03:56:00,2022-05-17 11:30:00,454.0,7.566666666666666,0.9492273730684326,236.0,0.06666666666666643
2022-05-18,2022-05-18 04:04:00,2022-05-18 10:28:00,384.0,6.4,0.9583333333333334,244.0,-1.0999999999999996
2022-05-19,2022-05-19 04:09:00,2022-05-19 12:29:00,500.0,8.333333333333334,0.966,249.0,0.8333333333333339
2022-05-20,2022-05-20 02:56:00,2022-05-20 12:30:00,574.0,9.566666666666666,0.9650959860383944,176.0,2.0666666666666664
2022-05-21,2022-05-21 04:06:00,2022-05-21 12:00:00,473.0,7.883333333333334,0.9534883720930233,246.0,0.38333333333333375
2022-05-22,2022-05-22 07:00:00,2022-05-22 12:00:00,300.0,5.0,0.9466666666666667,420.0,-2.5
2022-05-23,,,,,,,
2022-05-24,,,,,,,
2022-05-25,2022-05-25 03:52:00,2022-05-25 12:30:00,518.0,8.633333333333333,0.8689788053949904,232.0,1.1333333333333329
2022-05-26,,,,,,,
2022-05-27,2022-05-27 03:35:00,2022-05-27 12:28:00,533.0,8.883333333333333,0.9437148217636022,215.0,1.3833333333333329
2022-05-28,2022-05-28 03:11:00,2022-05-28 11:45:00,514.0,8.566666666666666,0.9591439688715954,191.0,1.0666666666666664
2022-05-29,2022-05-29 04:22:00,2022-05-29 11:03:00,400.0,6.666666666666667,0.95,262.0,-0.833333333333333
2022-05-30,2022-05-30 03:48:00,2022-05-30 11:20:00,452.0,7.533333333333333,0.9668141592920354,228.0,0.033333333333333215
2022-05-31,2022-05-31 03:44:00,2022-05-31 12:00:00,496.0,8.266666666666667,0.9575757575757575,224.0,0.7666666666666675
2022-06-01,2022-06-01 04:28:00,2022-06-01 12:30:00,482.0,8.033333333333333,0.9563409563409564,268.0,0.5333333333333332
2022-06-02,2022-06-02 04:03:00,2022-06-02 12:30:00,506.0,8.433333333333334,0.9466403162055336,243.0,0.9333333333333336
2022-06-03,2022-06-03 04:20:00,2022-06-03 10:00:00,340.0,5.666666666666667,0.9558823529411765,260.0,-1.833333333333333
2022-06-04,2022-06-04 09:00:00,2022-06-04 11:30:00,149.0,2.4833333333333334,0.9463087248322147,540.0,-5.016666666666667
2022-06-05,,,,,,,
2022-06-06,,,,,,,
2022-06-07,2022-06-07 04:14:00,2022-06-07 11:20:00,426.0,7.1,0.9366197183098591,254.0,-0.40000000000000036
2022-06-08,2022-06-08 04:06:00,2022-06-08 11:55:00,470.0,7.833333333333333,0.9446808510638298,246.0,0.33333333333333304
2022-06-09,2022-06-09 03:52:00,2022-06-09 11:28:00,456.0,7.6,0.9451754385964912,232.0,0.09999999999999964
2022-06-10,2022-06-10 04:47:00,2022-06-10 12:00:00,432.0,7.2,0.9583333333333334,287.0,-0.2999999999999998
2022-06-11,2022-06-11 04:11:00,2022-06-11 12:30:00,499.0,8.316666666666666,0.9658634538152611,251.0,0.8166666666666664
2022-06-12,2022-06-12 06:30:00,2022-06-12 11:00:00,270.0,4.5,0.9555555555555556,390.0,-3.0
2022-06-13,,,,,,,
2022-06-14,2022-06-14 04:38:00,2022-06-14 10:54:00,375.0,6.25,0.9733333333333334,278.0,-1.25
2022-06-15,2022-06-15 03:02:00,2022-06-15 10:30:00,447.0,7.45,0.9530201342281879,182.0,-0.04999999999999982
2022-06-16,2022-06-16 04:10:00,2022-06-16 10:52:00,402.0,6.7,0.9701492537313433,250.0,-0.7999999999999998
2022-06-17,2022-06-17 04:09:00,2022-06-17 12:00:00,471.0,7.85,0.9659574468085106,249.0,0.34999999999999964
2022-06-18,2022-06-18 04:25:00,2022-06-18 11:30:00,424.0,7.066666666666666,0.9599056603773585,265.0,-0.43333333333333357
2022-06-19,2022-06-19 04:11:00,2022-06-19 09:17:00,306.0,5.1,0.954248366013072,251.0,-2.4000000000000004
2022-06-20,2022-06-20 04:27:00,2022-06-20 11:26:00,419.0,6.983333333333333,0.9522673031026253,267.0,-0.5166666666666666
2022-06-21,2022-06-21 03:36:00,2022-06-21 11:30:00,474.0,7.9,0.9578059071729957,216.0,0.40000000000000036
2022-06-22,2022-06-22 03:49:00,2022-06-22 11:30:00,461.0,7.683333333333334,0.9587852494577006,229.0,0.18333333333333357
2022-06-23,2022-06-23 03:20:00,2022-06-23 09:30:00,369.0,6.15,0.9566395663956639,200.0,-1.3499999999999996
2022-06-24,,,,,,,
2022-06-25,,,,,,,
2022-06-26,2022-06-26 01:30:00,2022-06-26 12:30:00,660.0,11.0,0.9984848484848485,90.0,3.5
2022-06-27,,,,,,,
2022-06-28,,,,,,,
2022-06-29,,,,,,,
2022-06-30,2022-06-30 03:50:00,2022-06-30 11:22:00,452.0,7.533333333333333,0.9579646017699115,230.0,0.033333333333333215
2022-07-01,2022-07-01 04:15:00,2022-07-01 12:00:00,464.0,7.733333333333333,0.9591397849462365,255.0,0.2333333333333334
2022-07-02,2022-07-02 09:02:00,2022-07-02 12:00:00,178.0,2.966666666666667,0.949438202247191,542.0,-4.533333333333333
2022-07-03,2022-07-03 03:00:00,2022-07-03 12:30:00,570.0,9.5,0.9033391915641477,180.0,2.0
2022-07-04,,,,,,,
2022-07-05,,,,,,,
2022-07-06,2022-07-06 04:15:00,2022-07-06 11:30:00,435.0,7.25,0.9517241379310345,255.0,-0.25
2022-07-07,2022-07-07 04:26:00,2022-07-07 11:42:00,436.0,7.266666666666667,0.9655963302752294,266.0,-0.2333333333333334
2022-07-08,2022-07-08 04:21:00,2022-07-08 12:03:00,462.0,7.7,0.9352051835853131,261.0,0.20000000000000018
2022-07-09,2022-07-09 03:33:00,2022-07-09 07:33:00,241.0,4.016666666666667,0.950207468879668,213.0,-3.4833333333333334
2022-07-10,2022-07-10 04:05:00,2022-07-10 10:00:00,354.0,5.9,0.9491525423728814,245.0,-1.5999999999999996
2022-07-11,,,,,,,
2022-07-12,2022-07-12 04:14:00,2022-07-12 11:30:00,435.0,7.25,0.9632183908045977,254.0,-0.25
2022-07-13,,,,,,,
2022-07-14,,,,,,,
2022-07-15,2022-07-15 02:51:00,2022-07-15 09:25:00,394.0,6.566666666666666,0.9568527918781726,171.0,-0.9333333333333336
2022-07-16,2022-07-16 03:30:00,2022-07-16 10:46:00,436.0,7.266666666666667,0.9724770642201835,210.0,-0.2333333333333334
2022-07-17,,,,,,,
2022-07-18,,,,,,,
2022-07-19,2022-07-19 03:56:00,2022-07-19 11:00:00,424.0,7.066666666666666,0.9361702127659575,236.0,-0.43333333333333357
2022-07-20,2022-07-20 03:50:00,2022-07-20 11:30:00,459.0,7.65,0.9564270152505446,230.0,0.15000000000000036
2022-07-21,2022-07-21 04:26:00,2022-07-21 11:33:00,427.0,7.116666666666666,0.9648711943793911,266.0,-0.38333333333333375
2022-07-22,2022-07-22 04:26:00,2022-07-22 12:00:00,453.0,7.55,0.9536423841059603,266.0,0.04999999999999982
2022-07-23,,,,,,,
2022-07-24,,,,,,,
2022-07-25,2022-07-25 03:31:00,2022-07-25 10:18:00,407.0,6.783333333333333,0.9556650246305419,211.0,-0.7166666666666668
2022-07-26,,,,,,,
2022-07-27,,,,,,,
2022-07-28,2022-07-28 03:54:00,2022-07-28 11:30:00,455.0,7.583333333333333,0.9648351648351648,234.0,0.08333333333333304
2022-07-29,2022-07-29 01:47:00,2022-07-29 06:40:00,293.0,4.883333333333334,0.9556313993174061,107.0,-2.6166666666666663
2022-07-30,2022-07-30 02:30:00,2022-07-30 11:30:00,540.0,9.0,0.9611111111111111,150.0,1.5
2022-07-31,,,,,,,
2022-08-01,2022-08-01 03:58:00,2022-08-01 09:30:00,331.0,5.516666666666667,0.9424242424242424,238.0,-1.9833333333333334
2022-08-02,,,,,,,
2022-08-03,2022-08-03 03:22:00,2022-08-03 08:30:00,308.0,5.133333333333334,0.9609120521172638,202.0,-2.3666666666666663
2022-08-04,,,,,,,
